Distance,Angle,Velocity
0.375,-27.0543,0.0
0.375,-27.0543,0.0
0.375,-27.0543,0.0
0.375,-27.0543,0.0
0.375,-27.0543,0.0
0.378906,-27.3866,0.0
0.378906,-27.3866,0.0
0.378906,-27.3866,0.0
0.378906,-27.3866,0.0
0.378906,-27.3866,0.0
0.378906,-27.3866,0.0
0.382812,-27.6764,0.0
0.382812,-27.6764,0.0
0.382812,-27.6764,0.0
0.382812,-27.6764,0.0
0.382812,-27.6764,0.0
0.382812,-27.6764,0.0
0.386719,-27.975,0.0
0.386719,-27.975,0.0
0.386719,-27.975,0.0
0.386719,-27.975,0.0
0.386719,-27.975,0.0
0.386719,-27.975,0.0
0.386719,-27.975,0.0
0.390625,-28.2465,0.0
0.390625,-28.2465,0.0
0.390625,-28.2465,0.0
0.390625,-28.2465,0.0
0.390625,-28.2465,0.0
0.390625,-28.2465,0.0
0.394531,-28.487,0.0
0.394531,-28.487,0.0
0.394531,-28.487,0.0
0.394531,-28.487,0.0
0.394531,-28.487,0.0
0.394531,-28.487,0.0
0.398438,-28.7539,0.0
0.398438,-28.7539,0.0
0.398438,-28.7539,0.0
0.398438,-28.7539,0.0
0.398438,-28.7539,0.0
0.398438,-28.7539,0.0
0.398438,-28.9995,0.0
0.398438,-28.9995,0.0
0.398438,-28.9995,0.0
0.398438,-28.9995,0.0
0.398438,-28.9995,0.0
0.398438,-28.9995,0.0
0.398438,-28.9995,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.402344,-29.2257,0.0
0.433594,-16.7635,0.15625
0.433594,-16.7635,0.15625
0.417969,-16.948,0.234375
0.417969,-16.948,0.234375
0.390625,-17.6531,0.3125
0.390625,-17.6531,0.3125
0.390625,-17.6531,0.3125
0.390625,-17.6531,0.3125
0.390625,-17.6531,0.3125
0.390625,-17.6531,0.3125
0.363281,-17.532,0.3125
0.363281,-17.532,0.3125
0.363281,-17.532,0.3125
0.363281,-17.532,0.3125
0.363281,-17.532,0.3125
0.363281,-17.532,0.3125
0.375,-18.21,0.3125
0.375,-18.21,0.3125
0.375,-18.21,0.3125
0.375,-18.21,0.3125
0.375,-18.21,0.3125
0.375,-18.21,0.3125
0.382812,-19.7075,0.351562
0.382812,-19.7075,0.351562
0.363281,-19.8358,0.351562
0.363281,-19.8358,0.351562
0.347656,-19.5201,0.390625
0.347656,-19.5201,0.390625
0.347656,-19.5201,0.390625
0.347656,-19.5201,0.390625
0.347656,-19.5201,0.390625
0.347656,-19.5201,0.390625
0.359375,-20.8802,0.390625
0.359375,-20.8802,0.390625
0.359375,-20.8802,0.390625
0.359375,-20.8802,0.390625
0.382812,-21.3056,0.3125
0.382812,-21.3056,0.3125
0.382812,-21.3056,0.3125
0.382812,-21.3056,0.3125
0.382812,-21.3056,0.3125
0.382812,-21.3056,0.3125
0.40625,-18.1658,0.273438
0.40625,-18.1658,0.273438
0.40625,-18.1658,0.273438
0.40625,-18.1658,0.273438
0.40625,-18.1658,0.273438
0.40625,-18.1658,0.273438
0.382812,-18.8776,0.3125
0.382812,-18.8776,0.3125
0.382812,-18.8776,0.3125
0.382812,-18.8776,0.3125
0.382812,-18.8776,0.3125
0.382812,-18.8776,0.3125
0.40625,-18.1235,0.273438
0.40625,-18.1235,0.273438
0.40625,-18.1235,0.273438
0.40625,-18.1235,0.273438
0.40625,-18.1235,0.273438
0.40625,-18.1235,0.273438
0.40625,-18.1235,0.273438
0.429688,-17.6476,0.3125
0.429688,-17.6476,0.3125
0.429688,-17.6476,0.3125
0.429688,-17.6476,0.3125
0.429688,-17.6476,0.3125
0.429688,-17.6476,0.3125
0.445312,-18.0628,0.3125
0.445312,-18.0628,0.3125
0.445312,-18.0628,0.3125
0.445312,-18.0628,0.3125
0.445312,-18.0628,0.3125
0.445312,-18.0628,0.3125
0.457031,-18.5103,0.3125
0.457031,-18.5103,0.3125
0.457031,-18.5103,0.3125
0.457031,-18.5103,0.3125
0.457031,-18.5103,0.3125
0.457031,-18.5103,0.3125
0.421875,-20.3683,0.3125
0.421875,-20.3683,0.3125
0.421875,-20.3683,0.3125
0.421875,-20.3683,0.3125
0.421875,-20.3683,0.3125
0.421875,-20.3683,0.3125
0.421875,-20.3683,0.3125
0.441406,-19.9138,0.3125
0.441406,-19.9138,0.3125
0.441406,-19.9138,0.3125
0.441406,-19.9138,0.3125
0.441406,-19.9138,0.3125
0.441406,-19.9138,0.3125
0.464844,-18.8369,0.273438
0.464844,-18.8369,0.273438
0.464844,-18.8369,0.273438
0.464844,-18.8369,0.273438
0.464844,-18.8369,0.273438
0.464844,-18.8369,0.273438
0.425781,-19.7596,0.273438
0.425781,-19.7596,0.273438
0.425781,-19.7596,0.273438
0.425781,-19.7596,0.273438
0.425781,-19.7596,0.273438
0.425781,-19.7596,0.273438
0.390625,-20.0087,0.234375
0.390625,-20.0087,0.234375
0.390625,-20.0087,0.234375
0.390625,-20.0087,0.234375
0.390625,-20.0087,0.234375
0.390625,-20.0087,0.234375
0.390625,-20.0087,0.234375
0.398438,-20.8951,0.195312
0.398438,-20.8951,0.195312
0.398438,-20.8951,0.195312
0.398438,-20.8951,0.195312
0.398438,-20.8951,0.195312
0.398438,-20.8951,0.195312
0.410156,-21.6081,0.15625
0.410156,-21.6081,0.15625
0.410156,-21.6081,0.15625
0.410156,-21.6081,0.15625
0.410156,-21.6081,0.15625
0.410156,-21.6081,0.15625
0.414062,-22.0394,0.117188
0.414062,-22.0394,0.117188
0.414062,-22.0394,0.117188
0.414062,-22.0394,0.117188
0.414062,-22.0394,0.117188
0.414062,-22.0394,0.117188
0.417969,-22.3491,0.078125
0.417969,-22.3491,0.078125
0.417969,-22.3491,0.078125
0.417969,-22.3491,0.078125
0.417969,-22.3491,0.078125
0.417969,-22.3491,0.078125
0.417969,-22.3491,0.078125
0.421875,-22.6292,0.0390625
0.421875,-22.6292,0.0390625
0.421875,-22.6292,0.0390625
0.421875,-22.6292,0.0390625
0.421875,-22.6292,0.0390625
0.421875,-22.6292,0.0390625
0.425781,-22.87,0.0390625
0.425781,-22.87,0.0390625
0.425781,-22.87,0.0390625
0.425781,-22.87,0.0390625
0.425781,-22.87,0.0390625
0.425781,-22.87,0.0390625
0.414062,-23.1321,0.0390625
0.414062,-23.1321,0.0390625
0.414062,-23.1321,0.0390625
0.414062,-23.1321,0.0390625
0.414062,-23.1321,0.0390625
0.414062,-23.1321,0.0390625
0.417969,-23.1435,0.0
0.417969,-23.1435,0.0
0.417969,-23.1435,0.0
0.417969,-23.1435,0.0
0.417969,-23.1435,0.0
0.417969,-23.1435,0.0
0.417969,-23.1435,0.0
0.425781,-22.8112,0.0
0.425781,-22.8112,0.0
0.425781,-22.8112,0.0
0.425781,-22.8112,0.0
0.425781,-22.8112,0.0
0.425781,-22.8112,0.0
0.429688,-22.4077,-0.078125
0.429688,-22.4077,-0.078125
0.429688,-22.4077,-0.078125
0.429688,-22.4077,-0.078125
0.429688,-22.4077,-0.078125
0.429688,-22.4077,-0.078125
0.4375,-22.3208,-0.117188
0.4375,-22.3208,-0.117188
0.4375,-22.3208,-0.117188
0.4375,-22.3208,-0.117188
0.4375,-22.3208,-0.117188
0.4375,-22.3208,-0.117188
0.441406,-21.979,-0.15625
0.441406,-21.979,-0.15625
0.441406,-21.979,-0.15625
0.441406,-21.979,-0.15625
0.441406,-21.979,-0.15625
0.441406,-21.979,-0.15625
0.441406,-21.979,-0.15625
0.449219,-20.2545,-0.15625
0.449219,-20.2545,-0.15625
0.449219,-20.2545,-0.15625
0.449219,-20.2545,-0.15625
0.449219,-20.2545,-0.15625
0.449219,-20.2545,-0.15625
0.457031,-19.8227,-0.195312
0.457031,-19.8227,-0.195312
0.457031,-19.8227,-0.195312
0.457031,-19.8227,-0.195312
0.457031,-19.8227,-0.195312
0.457031,-19.8227,-0.195312
0.464844,-19.5943,-0.234375
0.464844,-19.5943,-0.234375
0.464844,-19.5943,-0.234375
0.464844,-19.5943,-0.234375
0.464844,-19.5943,-0.234375
0.464844,-19.5943,-0.234375
0.476562,-19.1883,-0.234375
0.476562,-19.1883,-0.234375
0.476562,-19.1883,-0.234375
0.476562,-19.1883,-0.234375
0.476562,-19.1883,-0.234375
0.476562,-19.1883,-0.234375
0.476562,-19.1883,-0.234375
0.453125,-19.1106,-0.234375
0.453125,-19.1106,-0.234375
0.453125,-19.1106,-0.234375
0.453125,-19.1106,-0.234375
0.453125,-19.1106,-0.234375
0.453125,-19.1106,-0.234375
0.457031,-19.572,-0.195312
0.457031,-19.572,-0.195312
0.457031,-19.572,-0.195312
0.457031,-19.572,-0.195312
0.457031,-19.572,-0.195312
0.457031,-19.572,-0.195312
0.464844,-19.4014,-0.234375
0.464844,-19.4014,-0.234375
0.464844,-19.4014,-0.234375
0.464844,-19.4014,-0.234375
0.464844,-19.4014,-0.234375
0.464844,-19.4014,-0.234375
0.476562,-18.2615,-0.234375
0.476562,-18.2615,-0.234375
0.476562,-18.2615,-0.234375
0.476562,-18.2615,-0.234375
0.476562,-18.2615,-0.234375
0.476562,-18.2615,-0.234375
0.476562,-18.2615,-0.234375
0.476562,-19.5145,-0.234375
0.476562,-19.5145,-0.234375
0.476562,-19.5145,-0.234375
0.476562,-19.5145,-0.234375
0.476562,-19.5145,-0.234375
0.476562,-19.5145,-0.234375
0.484375,-19.7298,-0.234375
0.484375,-19.7298,-0.234375
0.484375,-19.7298,-0.234375
0.484375,-19.7298,-0.234375
0.484375,-19.7298,-0.234375
0.484375,-19.7298,-0.234375
0.496094,-19.3865,-0.273438
0.496094,-19.3865,-0.273438
0.496094,-19.3865,-0.273438
0.496094,-19.3865,-0.273438
0.496094,-19.3865,-0.273438
0.496094,-19.3865,-0.273438
0.5,-19.8822,-0.273438
0.5,-19.8822,-0.273438
0.5,-19.8822,-0.273438
0.5,-19.8822,-0.273438
0.5,-19.8822,-0.273438
0.5,-19.8822,-0.273438
0.5,-19.8822,-0.273438
0.453125,-18.6486,-0.234375
0.453125,-18.6486,-0.234375
0.453125,-18.6486,-0.234375
0.453125,-18.6486,-0.234375
0.453125,-18.6486,-0.234375
0.453125,-18.6486,-0.234375
0.46875,-19.1717,-0.273438
0.46875,-19.1717,-0.273438
0.46875,-19.1717,-0.273438
0.46875,-19.1717,-0.273438
0.46875,-19.1717,-0.273438
0.46875,-19.1717,-0.273438
0.476562,-20.0124,-0.273438
0.476562,-20.0124,-0.273438
0.476562,-20.0124,-0.273438
0.476562,-20.0124,-0.273438
0.476562,-20.0124,-0.273438
0.476562,-20.0124,-0.273438
0.484375,-20.1632,-0.273438
0.484375,-20.1632,-0.273438
0.484375,-20.1632,-0.273438
0.484375,-20.1632,-0.273438
0.484375,-20.1632,-0.273438
0.484375,-20.1632,-0.273438
0.484375,-20.1632,-0.273438
0.492188,-20.1316,-0.3125
0.492188,-20.1316,-0.3125
0.492188,-20.1316,-0.3125
0.492188,-20.1316,-0.3125
0.492188,-20.1316,-0.3125
0.492188,-20.1316,-0.3125
0.449219,-20.8933,-0.273438
0.449219,-20.8933,-0.273438
0.449219,-20.8933,-0.273438
0.449219,-20.8933,-0.273438
0.449219,-20.8933,-0.273438
0.449219,-20.8933,-0.273438
0.414062,-20.5979,-0.273438
0.414062,-20.5979,-0.273438
0.414062,-20.5979,-0.273438
0.414062,-20.5979,-0.273438
0.414062,-20.5979,-0.273438
0.414062,-20.5979,-0.273438
0.386719,-20.4373,-0.234375
0.386719,-20.4373,-0.234375
0.386719,-20.4373,-0.234375
0.386719,-20.4373,-0.234375
0.386719,-20.4373,-0.234375
0.386719,-20.4373,-0.234375
0.386719,-20.4373,-0.234375
0.414062,-21.6419,-0.234375
0.414062,-21.6419,-0.234375
0.414062,-21.6419,-0.234375
0.414062,-21.6419,-0.234375
0.414062,-21.6419,-0.234375
0.414062,-21.6419,-0.234375
0.382812,-21.6946,-0.234375
0.382812,-21.6946,-0.234375
0.382812,-21.6946,-0.234375
0.382812,-21.6946,-0.234375
0.382812,-21.6946,-0.234375
0.382812,-21.6946,-0.234375
0.371094,-22.2697,-0.15625
0.371094,-22.2697,-0.15625
0.371094,-22.2697,-0.15625
0.371094,-22.2697,-0.15625
0.371094,-22.2697,-0.15625
0.371094,-22.2697,-0.15625
0.367188,-22.5534,-0.078125
0.367188,-22.5534,-0.078125
0.367188,-22.5534,-0.078125
0.367188,-22.5534,-0.078125
0.367188,-22.5534,-0.078125
0.367188,-22.5534,-0.078125
0.367188,-22.5534,-0.078125
0.367188,-23.3681,-0.0390625
0.367188,-23.3681,-0.0390625
0.367188,-23.3681,-0.0390625
0.367188,-23.3681,-0.0390625
0.367188,-23.3681,-0.0390625
0.367188,-23.3681,-0.0390625
0.371094,-24.3086,-0.0390625
0.371094,-24.3086,-0.0390625
0.371094,-24.3086,-0.0390625
0.371094,-24.3086,-0.0390625
0.371094,-24.3086,-0.0390625
0.371094,-24.3086,-0.0390625
0.375,-25.2233,-0.0390625
0.375,-25.2233,-0.0390625
0.375,-25.2233,-0.0390625
0.375,-25.2233,-0.0390625
0.375,-25.2233,-0.0390625
0.375,-25.2233,-0.0390625
0.378906,-26.1138,-0.0390625
0.378906,-26.1138,-0.0390625
0.378906,-26.1138,-0.0390625
0.378906,-26.1138,-0.0390625
0.378906,-26.1138,-0.0390625
0.378906,-26.1138,-0.0390625
0.378906,-26.1138,-0.0390625
0.382812,-26.9404,-0.0390625
0.382812,-26.9404,-0.0390625
0.414062,-33.4311,0.0
0.414062,-33.4311,0.0
0.414062,-33.4311,0.0
0.414062,-33.4311,0.0
0.414062,-33.4311,0.0
0.414062,-33.4311,0.0
0.414062,-33.4311,0.0
0.414062,-33.4311,0.0
0.414062,-33.4311,0.0
0.414062,-33.4311,0.0
0.414062,-33.4311,0.0
0.414062,-33.4311,0.0
0.414062,-33.4311,0.0
0.414062,-33.4311,0.0
0.414062,-33.4311,0.0
0.414062,-33.4311,0.0
0.414062,-33.4311,0.0
0.414062,-33.4311,0.0
0.414062,-33.4311,0.0
0.414062,-33.4311,0.0
0.414062,-33.4311,0.0
0.414062,-33.4311,0.0
0.414062,-33.4311,0.0
0.253906,-25.5078,0.585938
0.253906,-25.5078,0.585938
0.253906,-25.5078,0.585938
0.253906,-25.5078,0.585938
0.253906,-25.5078,0.585938
0.253906,-25.5078,0.585938
0.257812,-24.8701,0.546875
0.257812,-24.8701,0.546875
0.257812,-24.8701,0.546875
0.257812,-24.8701,0.546875
0.257812,-24.8701,0.546875
0.257812,-24.8701,0.546875
0.261719,-24.7218,0.546875
0.261719,-24.7218,0.546875
0.261719,-24.7218,0.546875
0.261719,-24.7218,0.546875
0.261719,-24.7218,0.546875
0.261719,-24.7218,0.546875
0.265625,-24.7026,0.507812
0.265625,-24.7026,0.507812
0.265625,-24.7026,0.507812
0.265625,-24.7026,0.507812
0.265625,-24.7026,0.507812
0.265625,-24.7026,0.507812
0.265625,-24.7026,0.507812
0.269531,-23.9025,0.507812
0.269531,-23.9025,0.507812
0.269531,-23.9025,0.507812
0.269531,-23.9025,0.507812
0.269531,-23.9025,0.507812
0.269531,-23.9025,0.507812
0.273438,-23.2577,0.507812
0.273438,-23.2577,0.507812
0.273438,-23.2577,0.507812
0.273438,-23.2577,0.507812
0.273438,-23.2577,0.507812
0.273438,-23.2577,0.507812
0.273438,-22.8719,0.507812
0.273438,-22.8719,0.507812
0.273438,-22.8719,0.507812
0.273438,-22.8719,0.507812
0.273438,-22.8719,0.507812
0.273438,-22.8719,0.507812
0.324219,-22.7012,0.46875
0.324219,-22.7012,0.46875
0.324219,-22.7012,0.46875
0.324219,-22.7012,0.46875
0.324219,-22.7012,0.46875
0.324219,-22.7012,0.46875
0.324219,-22.7012,0.46875
0.359375,-22.8833,0.429688
0.359375,-22.8833,0.429688
0.359375,-22.8833,0.429688
0.359375,-22.8833,0.429688
0.359375,-22.8833,0.429688
0.359375,-22.8833,0.429688
0.34375,-22.2773,0.429688
0.34375,-22.2773,0.429688
0.34375,-22.2773,0.429688
0.34375,-22.2773,0.429688
0.34375,-22.2773,0.429688
0.34375,-22.2773,0.429688
0.378906,-22.1526,0.429688
0.378906,-22.1526,0.429688
0.378906,-22.1526,0.429688
0.378906,-22.1526,0.429688
0.378906,-22.1526,0.429688
0.378906,-22.1526,0.429688
0.359375,-21.4934,0.390625
0.359375,-21.4934,0.390625
0.359375,-21.4934,0.390625
0.359375,-21.4934,0.390625
0.359375,-21.4934,0.390625
0.359375,-21.4934,0.390625
0.359375,-21.4934,0.390625
0.339844,-22.5837,0.351562
0.339844,-22.5837,0.351562
0.339844,-22.5837,0.351562
0.339844,-22.5837,0.351562
0.339844,-22.5837,0.351562
0.339844,-22.5837,0.351562
0.328125,-21.979,0.351562
0.328125,-21.979,0.351562
0.328125,-21.979,0.351562
0.328125,-21.979,0.351562
0.328125,-21.979,0.351562
0.328125,-21.979,0.351562
0.3125,-20.8596,0.351562
0.3125,-20.8596,0.351562
0.3125,-20.8596,0.351562
0.3125,-20.8596,0.351562
0.3125,-20.8596,0.351562
0.3125,-20.8596,0.351562
0.355469,-19.3439,0.351562
0.355469,-19.3439,0.351562
0.355469,-19.3439,0.351562
0.355469,-19.3439,0.351562
0.355469,-19.3439,0.351562
0.355469,-19.3439,0.351562
0.355469,-19.3439,0.351562
0.390625,-17.5412,0.390625
0.390625,-17.5412,0.390625
0.390625,-17.5412,0.390625
0.390625,-17.5412,0.390625
0.390625,-17.5412,0.390625
0.390625,-17.5412,0.390625
0.421875,-16.57,0.351562
0.421875,-16.57,0.351562
0.421875,-16.57,0.351562
0.421875,-16.57,0.351562
0.421875,-16.57,0.351562
0.421875,-16.57,0.351562
0.445312,-16.2474,0.351562
0.445312,-16.2474,0.351562
0.445312,-16.2474,0.351562
0.445312,-16.2474,0.351562
0.445312,-16.2474,0.351562
0.445312,-16.2474,0.351562
0.460938,-16.2856,0.351562
0.460938,-16.2856,0.351562
0.460938,-16.2856,0.351562
0.460938,-16.2856,0.351562
0.460938,-16.2856,0.351562
0.492188,-15.818,0.46875
0.492188,-15.818,0.46875
0.492188,-15.818,0.46875
0.492188,-15.818,0.46875
0.5,-15.7508,0.390625
0.5,-15.7508,0.390625
0.5,-15.7508,0.390625
0.5,-15.7508,0.390625
0.496094,-17.9782,-0.234375
0.496094,-17.9782,-0.234375
0.496094,-17.9782,-0.234375
0.496094,-17.9782,-0.234375
0.496094,-17.9782,-0.234375
0.496094,-17.9782,-0.234375
0.496094,-17.9782,-0.234375
0.484375,-17.3817,-0.195312
0.484375,-17.3817,-0.195312
0.484375,-17.3817,-0.195312
0.484375,-17.3817,-0.195312
0.484375,-17.3817,-0.195312
0.484375,-17.3817,-0.195312
0.496094,-17.6274,-0.234375
0.496094,-17.6274,-0.234375
0.496094,-17.6274,-0.234375
0.496094,-17.6274,-0.234375
0.496094,-17.6274,-0.234375
0.496094,-17.6274,-0.234375
0.460938,-18.8388,-0.273438
0.460938,-18.8388,-0.273438
0.460938,-18.8388,-0.273438
0.460938,-18.8388,-0.273438
0.460938,-18.8388,-0.273438
0.460938,-18.8388,-0.273438
0.429688,-18.872,-0.273438
0.429688,-18.872,-0.273438
0.429688,-18.872,-0.273438
0.429688,-18.872,-0.273438
0.429688,-18.872,-0.273438
0.429688,-18.872,-0.273438
0.449219,-19.9287,-0.273438
0.449219,-19.9287,-0.273438
0.449219,-19.9287,-0.273438
0.449219,-19.9287,-0.273438
0.449219,-19.9287,-0.273438
0.449219,-19.9287,-0.273438
0.449219,-19.9287,-0.273438
0.464844,-20.1707,-0.273438
0.464844,-20.1707,-0.273438
0.464844,-20.1707,-0.273438
0.464844,-20.1707,-0.273438
0.464844,-20.1707,-0.273438
0.464844,-20.1707,-0.273438
0.476562,-19.9864,-0.273438
0.476562,-19.9864,-0.273438
0.476562,-19.9864,-0.273438
0.476562,-19.9864,-0.273438
0.476562,-19.9864,-0.273438
0.476562,-19.9864,-0.273438
0.441406,-19.6314,-0.273438
0.441406,-19.6314,-0.273438
0.441406,-19.6314,-0.273438
0.441406,-19.6314,-0.273438
0.441406,-19.6314,-0.273438
0.441406,-19.6314,-0.273438
0.421875,-19.4514,-0.234375
0.421875,-19.4514,-0.234375
0.421875,-19.4514,-0.234375
0.421875,-19.4514,-0.234375
0.421875,-19.4514,-0.234375
0.421875,-19.4514,-0.234375
0.421875,-19.4514,-0.234375
0.410156,-19.5535,-0.195312
