Distance,Angle,Velocity
0.355469,-18.9737,0.195312
0.375,-18.7668,0.195312
0.375,-18.7668,0.195312
0.375,-18.7668,0.195312
0.375,-18.7668,0.195312
0.375,-18.7668,0.195312
0.375,-18.7668,0.195312
0.382812,-18.7704,0.15625
0.382812,-18.7704,0.15625
0.382812,-18.7704,0.15625
0.382812,-18.7704,0.15625
0.382812,-18.7704,0.15625
0.382812,-18.7704,0.15625
0.390625,-19.081,0.117188
0.390625,-19.081,0.117188
0.390625,-19.081,0.117188
0.390625,-19.081,0.117188
0.390625,-19.081,0.117188
0.390625,-19.081,0.117188
0.394531,-19.5071,0.117188
0.394531,-19.5071,0.117188
0.394531,-19.5071,0.117188
0.394531,-19.5071,0.117188
0.394531,-19.5071,0.117188
0.394531,-19.5071,0.117188
0.394531,-19.5071,0.117188
0.398438,-20.1111,0.078125
0.398438,-20.1111,0.078125
0.398438,-20.1111,0.078125
0.398438,-20.1111,0.078125
0.398438,-20.1111,0.078125
0.398438,-20.1111,0.078125
0.402344,-20.6539,0.078125
0.402344,-20.6539,0.078125
0.402344,-20.6539,0.078125
0.402344,-20.6539,0.078125
0.402344,-20.6539,0.078125
0.402344,-20.6539,0.078125
0.40625,-21.1612,0.0390625
0.40625,-21.1612,0.0390625
0.40625,-21.1612,0.0390625
0.40625,-21.1612,0.0390625
0.40625,-21.1612,0.0390625
0.40625,-21.1612,0.0390625
0.410156,-21.5817,0.0390625
0.410156,-21.5817,0.0390625
0.410156,-21.5817,0.0390625
0.410156,-21.5817,0.0390625
0.410156,-21.5817,0.0390625
0.410156,-21.5817,0.0390625
0.410156,-21.5817,0.0390625
0.414062,-21.7548,0.0
0.414062,-21.7548,0.0
0.414062,-21.7548,0.0
0.414062,-21.7548,0.0
0.414062,-21.7548,0.0
0.414062,-21.7548,0.0
0.417969,-22.0809,0.0
0.417969,-22.0809,0.0
0.417969,-22.0809,0.0
0.417969,-22.0809,0.0
0.417969,-22.0809,0.0
0.417969,-22.0809,0.0
0.421875,-22.1432,0.0
0.421875,-22.1432,0.0
0.421875,-22.1432,0.0
0.421875,-22.1432,0.0
0.421875,-22.1432,0.0
0.421875,-22.1432,0.0
0.425781,-22.0413,-0.0390625
0.425781,-22.0413,-0.0390625
0.425781,-22.0413,-0.0390625
0.425781,-22.0413,-0.0390625
0.425781,-22.0413,-0.0390625
0.425781,-22.0413,-0.0390625
0.425781,-22.0413,-0.0390625
0.429688,-21.8697,-0.078125
0.429688,-21.8697,-0.078125
0.429688,-21.8697,-0.078125
0.429688,-21.8697,-0.078125
0.429688,-21.8697,-0.078125
0.429688,-21.8697,-0.078125
0.433594,-21.7304,-0.078125
0.433594,-21.7304,-0.078125
0.433594,-21.7304,-0.078125
0.433594,-21.7304,-0.078125
0.433594,-21.7304,-0.078125
0.433594,-21.7304,-0.078125
0.425781,-21.5592,-0.078125
0.425781,-21.5592,-0.078125
0.425781,-21.5592,-0.078125
0.425781,-21.5592,-0.078125
0.425781,-21.5592,-0.078125
0.425781,-21.5592,-0.078125
0.429688,-20.7623,-0.117188
0.429688,-20.7623,-0.117188
0.429688,-20.7623,-0.117188
0.429688,-20.7623,-0.117188
0.429688,-20.7623,-0.117188
0.429688,-20.7623,-0.117188
0.429688,-20.7623,-0.117188
0.4375,-19.9194,-0.15625
0.4375,-19.9194,-0.15625
0.4375,-19.9194,-0.15625
0.4375,-19.9194,-0.15625
0.4375,-19.9194,-0.15625
0.4375,-19.9194,-0.15625
0.449219,-19.6054,-0.195312
0.449219,-19.6054,-0.195312
0.449219,-19.6054,-0.195312
0.449219,-19.6054,-0.195312
0.449219,-19.6054,-0.195312
0.449219,-19.6054,-0.195312
0.453125,-19.0754,-0.234375
0.453125,-19.0754,-0.234375
0.453125,-19.0754,-0.234375
0.453125,-19.0754,-0.234375
0.453125,-19.0754,-0.234375
0.453125,-19.0754,-0.234375
0.433594,-18.0995,-0.15625
0.433594,-18.0995,-0.15625
0.433594,-18.0995,-0.15625
0.433594,-18.0995,-0.15625
0.433594,-18.0995,-0.15625
0.433594,-18.0995,-0.15625
0.433594,-18.0995,-0.15625
0.441406,-18.6338,-0.195312
0.441406,-18.6338,-0.195312
0.441406,-18.6338,-0.195312
0.441406,-18.6338,-0.195312
0.441406,-18.6338,-0.195312
0.441406,-18.6338,-0.195312
0.445312,-18.5859,-0.234375
0.445312,-18.5859,-0.234375
0.445312,-18.5859,-0.234375
0.445312,-18.5859,-0.234375
0.445312,-18.5859,-0.234375
0.445312,-18.5859,-0.234375
0.453125,-18.3204,-0.234375
0.453125,-18.3204,-0.234375
0.453125,-18.3204,-0.234375
0.453125,-18.3204,-0.234375
0.453125,-18.3204,-0.234375
0.453125,-18.3204,-0.234375
0.457031,-17.5944,-0.234375
0.457031,-17.5944,-0.234375
0.457031,-17.5944,-0.234375
0.457031,-17.5944,-0.234375
0.457031,-17.5944,-0.234375
0.457031,-17.5944,-0.234375
0.457031,-17.5944,-0.234375
0.4375,-16.8238,-0.15625
0.4375,-16.8238,-0.15625
0.4375,-16.8238,-0.15625
0.4375,-16.8238,-0.15625
0.4375,-16.8238,-0.15625
0.4375,-16.8238,-0.15625
0.445312,-16.9827,-0.195312
0.445312,-16.9827,-0.195312
0.445312,-16.9827,-0.195312
0.445312,-16.9827,-0.195312
0.445312,-16.9827,-0.195312
0.445312,-16.9827,-0.195312
0.429688,-17.3671,-0.234375
0.429688,-17.3671,-0.234375
0.429688,-17.3671,-0.234375
0.429688,-17.3671,-0.234375
0.429688,-17.3671,-0.234375
0.429688,-17.3671,-0.234375
0.414062,-17.6696,-0.234375
0.414062,-17.6696,-0.234375
0.414062,-17.6696,-0.234375
0.414062,-17.6696,-0.234375
0.414062,-17.6696,-0.234375
0.414062,-17.6696,-0.234375
0.414062,-17.6696,-0.234375
0.402344,-17.732,-0.195312
0.402344,-17.732,-0.195312
0.402344,-17.732,-0.195312
0.402344,-17.732,-0.195312
0.402344,-17.732,-0.195312
0.402344,-17.732,-0.195312
0.414062,-17.8753,-0.234375
0.414062,-17.8753,-0.234375
0.414062,-17.8753,-0.234375
0.414062,-17.8753,-0.234375
0.414062,-17.8753,-0.234375
0.414062,-17.8753,-0.234375
0.402344,-18.026,-0.234375
0.402344,-18.026,-0.234375
0.402344,-18.026,-0.234375
0.402344,-18.026,-0.234375
0.402344,-18.026,-0.234375
0.402344,-18.026,-0.234375
0.394531,-18.3352,-0.195312
0.394531,-18.3352,-0.195312
0.394531,-18.3352,-0.195312
0.394531,-18.3352,-0.195312
0.394531,-18.3352,-0.195312
0.394531,-18.3352,-0.195312
0.394531,-18.3352,-0.195312
0.382812,-18.21,-0.195312
0.382812,-18.21,-0.195312
0.382812,-18.21,-0.195312
0.382812,-18.21,-0.195312
0.382812,-18.21,-0.195312
0.382812,-18.21,-0.195312
0.371094,-18.8037,-0.195312
0.371094,-18.8037,-0.195312
0.371094,-18.8037,-0.195312
0.371094,-18.8037,-0.195312
0.371094,-18.8037,-0.195312
0.371094,-18.8037,-0.195312
0.363281,-19.4811,-0.195312
0.363281,-19.4811,-0.195312
0.363281,-19.4811,-0.195312
0.363281,-19.4811,-0.195312
0.363281,-19.4811,-0.195312
0.363281,-19.4811,-0.195312
0.351562,-19.6815,-0.195312
0.351562,-19.6815,-0.195312
0.351562,-19.6815,-0.195312
0.351562,-19.6815,-0.195312
0.351562,-19.6815,-0.195312
0.351562,-19.6815,-0.195312
0.351562,-19.6815,-0.195312
0.347656,-20.2881,-0.195312
0.347656,-20.2881,-0.195312
0.347656,-20.2881,-0.195312
0.347656,-20.2881,-0.195312
0.347656,-20.2881,-0.195312
0.347656,-20.2881,-0.195312
0.339844,-22.1526,-0.195312
0.339844,-22.1526,-0.195312
0.339844,-22.1526,-0.195312
0.339844,-22.1526,-0.195312
0.339844,-22.1526,-0.195312
0.339844,-22.1526,-0.195312
0.335938,-22.4266,-0.0390625
0.335938,-22.4266,-0.0390625
0.335938,-22.4266,-0.0390625
0.335938,-22.4266,-0.0390625
0.335938,-22.4266,-0.0390625
0.335938,-22.4266,-0.0390625
0.328125,-22.062,0.0
0.328125,-22.062,0.0
0.328125,-22.062,0.0
0.328125,-22.062,0.0
0.328125,-22.062,0.0
0.328125,-22.062,0.0
0.328125,-22.062,0.0
0.320312,-21.6702,0.0390625
0.320312,-21.6702,0.0390625
0.320312,-21.6702,0.0390625
0.320312,-21.6702,0.0390625
0.320312,-21.6702,0.0390625
0.320312,-21.6702,0.0390625
0.332031,-20.8559,0.0390625
0.332031,-20.8559,0.0390625
0.332031,-20.8559,0.0390625
0.332031,-20.8559,0.0390625
0.332031,-20.8559,0.0390625
0.332031,-20.8559,0.0390625
0.351562,-19.8506,0.0
0.351562,-19.8506,0.0
0.351562,-19.8506,0.0
0.351562,-19.8506,0.0
0.351562,-19.8506,0.0
0.351562,-19.8506,0.0
0.371094,-18.8332,0.0
0.371094,-18.8332,0.0
0.371094,-18.8332,0.0
0.371094,-18.8332,0.0
0.371094,-18.8332,0.0
0.371094,-18.8332,0.0
0.371094,-18.8332,0.0
0.390625,-17.8275,0.0
0.390625,-17.8275,0.0
0.34375,-22.1526,0.3125
0.34375,-22.1526,0.3125
0.34375,-22.1526,0.3125
0.34375,-22.1526,0.3125
0.34375,-22.1526,0.3125
0.34375,-22.1526,0.3125
0.332031,-21.0468,0.351562
0.332031,-21.0468,0.351562
0.332031,-21.0468,0.351562
0.332031,-21.0468,0.351562
0.332031,-21.0468,0.351562
0.332031,-21.0468,0.351562
0.332031,-21.0468,0.351562
0.328125,-21.7944,0.351562
0.328125,-21.7944,0.351562
0.328125,-21.7944,0.351562
0.328125,-21.7944,0.351562
0.328125,-21.7944,0.351562
0.328125,-21.7944,0.351562
0.320312,-22.0488,0.351562
0.320312,-22.0488,0.351562
0.320312,-22.0488,0.351562
0.320312,-22.0488,0.351562
0.320312,-22.0488,0.351562
0.320312,-22.0488,0.351562
0.363281,-21.7661,0.351562
0.363281,-21.7661,0.351562
0.363281,-21.7661,0.351562
0.363281,-21.7661,0.351562
0.363281,-21.7661,0.351562
0.363281,-21.7661,0.351562
0.34375,-20.5642,0.351562
0.34375,-20.5642,0.351562
0.34375,-20.5642,0.351562
0.34375,-20.5642,0.351562
0.34375,-20.5642,0.351562
0.34375,-20.5642,0.351562
0.34375,-20.5642,0.351562
0.378906,-20.5848,0.3125
0.378906,-20.5848,0.3125
0.378906,-20.5848,0.3125
0.378906,-20.5848,0.3125
0.378906,-20.5848,0.3125
0.378906,-20.5848,0.3125
0.363281,-21.7153,0.3125
0.363281,-21.7153,0.3125
0.363281,-21.7153,0.3125
0.363281,-21.7153,0.3125
0.363281,-21.7153,0.3125
0.363281,-21.7153,0.3125
0.394531,-22.0922,0.351562
0.394531,-22.0922,0.351562
0.394531,-22.0922,0.351562
0.394531,-22.0922,0.351562
0.394531,-22.0922,0.351562
0.394531,-22.0922,0.351562
0.476562,-19.5201,-0.234375
0.476562,-19.5201,-0.234375
0.476562,-19.5201,-0.234375
0.476562,-19.5201,-0.234375
0.476562,-19.5201,-0.234375
0.476562,-19.5201,-0.234375
0.460938,-19.6945,-0.234375
0.460938,-19.6945,-0.234375
0.460938,-19.6945,-0.234375
0.460938,-19.6945,-0.234375
0.460938,-19.6945,-0.234375
0.460938,-19.6945,-0.234375
0.421875,-19.6184,-0.234375
0.421875,-19.6184,-0.234375
0.421875,-19.6184,-0.234375
0.421875,-19.6184,-0.234375
0.421875,-19.6184,-0.234375
0.421875,-19.6184,-0.234375
0.445312,-19.8841,-0.273438
0.445312,-19.8841,-0.273438
0.445312,-19.8841,-0.273438
0.445312,-19.8841,-0.273438
0.445312,-19.8841,-0.273438
0.445312,-19.8841,-0.273438
0.445312,-19.8841,-0.273438
0.417969,-20.1595,-0.234375
0.417969,-20.1595,-0.234375
0.417969,-20.1595,-0.234375
0.417969,-20.1595,-0.234375
0.417969,-20.1595,-0.234375
0.417969,-20.1595,-0.234375
0.394531,-19.8804,-0.234375
0.394531,-19.8804,-0.234375
0.394531,-19.8804,-0.234375
0.394531,-19.8804,-0.234375
0.394531,-19.8804,-0.234375
0.394531,-19.8804,-0.234375
0.367188,-20.9494,-0.234375
0.367188,-20.9494,-0.234375
0.367188,-20.9494,-0.234375
0.367188,-20.9494,-0.234375
0.367188,-20.9494,-0.234375
0.367188,-20.9494,-0.234375
0.359375,-20.3328,-0.195312
0.359375,-20.3328,-0.195312
0.359375,-20.3328,-0.195312
0.359375,-20.3328,-0.195312
0.359375,-20.3328,-0.195312
0.359375,-20.3328,-0.195312
0.359375,-20.3328,-0.195312
0.351562,-20.1763,-0.195312
0.351562,-20.1763,-0.195312
0.351562,-20.1763,-0.195312
0.351562,-20.1763,-0.195312
0.351562,-20.1763,-0.195312
0.351562,-20.1763,-0.195312
0.347656,-20.1111,-0.15625
0.347656,-20.1111,-0.15625
0.347656,-20.1111,-0.15625
0.347656,-20.1111,-0.15625
0.347656,-20.1111,-0.15625
0.347656,-20.1111,-0.15625
0.339844,-20.3254,-0.15625
0.339844,-20.3254,-0.15625
0.339844,-20.3254,-0.15625
0.339844,-20.3254,-0.15625
0.339844,-20.3254,-0.15625
0.339844,-20.3254,-0.15625
0.335938,-20.9139,-0.117188
0.335938,-20.9139,-0.117188
0.335938,-20.9139,-0.117188
0.335938,-20.9139,-0.117188
0.335938,-20.9139,-0.117188
0.335938,-20.9139,-0.117188
0.335938,-20.9139,-0.117188
0.332031,-19.3606,-0.078125
0.332031,-19.3606,-0.078125
0.332031,-19.3606,-0.078125
0.332031,-19.3606,-0.078125
0.332031,-19.3606,-0.078125
0.332031,-19.3606,-0.078125
0.328125,-19.5312,-0.0390625
0.328125,-19.5312,-0.0390625
0.328125,-19.5312,-0.0390625
0.328125,-19.5312,-0.0390625
0.328125,-19.5312,-0.0390625
0.328125,-19.5312,-0.0390625
0.332031,-19.5609,-0.0390625
0.332031,-19.5609,-0.0390625
0.332031,-19.5609,-0.0390625
0.332031,-19.5609,-0.0390625
0.332031,-19.5609,-0.0390625
0.332031,-19.5609,-0.0390625
0.335938,-19.6203,-0.0390625
0.335938,-19.6203,-0.0390625
0.335938,-19.6203,-0.0390625
0.335938,-19.6203,-0.0390625
0.335938,-19.6203,-0.0390625
0.335938,-19.6203,-0.0390625
0.335938,-19.6203,-0.0390625
0.339844,-19.689,-0.0390625
0.339844,-19.689,-0.0390625
0.339844,-19.689,-0.0390625
0.339844,-19.689,-0.0390625
0.339844,-19.689,-0.0390625
0.339844,-19.689,-0.0390625
0.34375,-19.7781,-0.0390625
0.34375,-19.7781,-0.0390625
0.34375,-19.7781,-0.0390625
0.34375,-19.7781,-0.0390625
0.34375,-19.7781,-0.0390625
0.34375,-19.7781,-0.0390625
0.347656,-19.8562,-0.0390625
0.347656,-19.8562,-0.0390625
0.347656,-19.8562,-0.0390625
0.347656,-19.8562,-0.0390625
0.347656,-19.8562,-0.0390625
0.347656,-19.8562,-0.0390625
0.351562,-20.0292,-0.0390625
0.351562,-20.0292,-0.0390625
0.351562,-20.0292,-0.0390625
0.351562,-20.0292,-0.0390625
0.351562,-20.0292,-0.0390625
0.351562,-20.0292,-0.0390625
0.351562,-20.0292,-0.0390625
0.457031,-17.162,0.273438
0.457031,-17.162,0.273438
0.457031,-17.162,0.273438
0.457031,-17.162,0.273438
0.457031,-17.162,0.273438
0.457031,-17.162,0.273438
0.425781,-17.2023,0.3125
0.425781,-17.2023,0.3125
0.425781,-17.2023,0.3125
0.425781,-17.2023,0.3125
0.425781,-17.2023,0.3125
0.425781,-17.2023,0.3125
0.398438,-19.5609,0.3125
0.398438,-19.5609,0.3125
0.398438,-19.5609,0.3125
0.398438,-19.5609,0.3125
0.398438,-19.5609,0.3125
0.398438,-19.5609,0.3125
0.398438,-19.5609,0.3125
0.375,-19.7373,0.351562
0.375,-19.7373,0.351562
0.375,-19.7373,0.351562
0.375,-19.7373,0.351562
0.375,-19.7373,0.351562
0.375,-19.7373,0.351562
0.40625,-20.0664,0.351562
0.40625,-20.0664,0.351562
0.40625,-20.0664,0.351562
0.40625,-20.0664,0.351562
0.40625,-20.0664,0.351562
0.40625,-20.0664,0.351562
0.429688,-19.7336,0.351562
0.429688,-19.7336,0.351562
0.429688,-19.7336,0.351562
0.429688,-19.7336,0.351562
0.429688,-19.7336,0.351562
0.429688,-19.7336,0.351562
0.453125,-19.6166,0.351562
0.453125,-19.6166,0.351562
0.453125,-19.6166,0.351562
0.453125,-19.6166,0.351562
0.453125,-19.6166,0.351562
0.453125,-19.6166,0.351562
0.453125,-19.6166,0.351562
0.417969,-19.7168,0.351562
0.417969,-19.7168,0.351562
0.417969,-19.7168,0.351562
0.417969,-19.7168,0.351562
0.417969,-19.7168,0.351562
0.417969,-19.7168,0.351562
0.433594,-20.1819,0.351562
0.433594,-20.1819,0.351562
0.433594,-20.1819,0.351562
0.433594,-20.1819,0.351562
0.433594,-20.1819,0.351562
0.433594,-20.1819,0.351562
0.453125,-19.8785,0.351562
0.453125,-19.8785,0.351562
0.453125,-19.8785,0.351562
0.453125,-19.8785,0.351562
0.453125,-19.8785,0.351562
0.453125,-19.8785,0.351562
0.414062,-18.6707,0.390625
0.414062,-18.6707,0.390625
0.414062,-18.6707,0.390625
0.414062,-18.6707,0.390625
0.414062,-18.6707,0.390625
0.414062,-18.6707,0.390625
0.414062,-18.6707,0.390625
0.386719,-19.3254,0.390625
0.386719,-19.3254,0.390625
0.386719,-19.3254,0.390625
0.386719,-19.3254,0.390625
0.386719,-19.3254,0.390625
0.386719,-19.3254,0.390625
0.367188,-19.6277,0.390625
0.367188,-19.6277,0.390625
0.367188,-19.6277,0.390625
0.367188,-19.6277,0.390625
0.367188,-19.6277,0.390625
0.367188,-19.6277,0.390625
0.34375,-18.6375,0.351562
0.34375,-18.6375,0.351562
0.34375,-18.6375,0.351562
0.34375,-18.6375,0.351562
0.34375,-18.6375,0.351562
0.34375,-18.6375,0.351562
0.335938,-19.8153,0.351562
0.335938,-19.8153,0.351562
0.335938,-19.8153,0.351562
0.335938,-19.8153,0.351562
0.335938,-19.8153,0.351562
0.335938,-19.8153,0.351562
0.335938,-19.8153,0.351562
0.320312,-21.4539,0.429688
0.320312,-21.4539,0.429688
0.320312,-21.4539,0.429688
0.320312,-21.4539,0.429688
0.320312,-21.4539,0.429688
0.320312,-21.4539,0.429688
0.308594,-21.3563,0.429688
0.308594,-21.3563,0.429688
0.308594,-21.3563,0.429688
0.308594,-21.3563,0.429688
0.308594,-21.3563,0.429688
0.308594,-21.3563,0.429688
0.351562,-21.4521,0.390625
0.351562,-21.4521,0.390625
0.351562,-21.4521,0.390625
0.351562,-21.4521,0.390625
0.351562,-21.4521,0.390625
0.351562,-21.4521,0.390625
0.335938,-21.2737,0.390625
0.335938,-21.2737,0.390625
0.335938,-21.2737,0.390625
0.335938,-21.2737,0.390625
0.335938,-21.2737,0.390625
0.335938,-21.2737,0.390625
0.335938,-21.2737,0.390625
0.324219,-21.2024,0.390625
0.324219,-21.2024,0.390625
0.324219,-21.2024,0.390625
0.324219,-21.2024,0.390625
0.324219,-21.2024,0.390625
0.324219,-21.2024,0.390625
0.3125,-20.7436,0.429688
0.3125,-20.7436,0.429688
0.3125,-20.7436,0.429688
0.3125,-20.7436,0.429688
0.3125,-20.7436,0.429688
0.3125,-20.7436,0.429688
0.355469,-19.7521,0.390625
0.355469,-19.7521,0.390625
0.355469,-19.7521,0.390625
0.355469,-19.7521,0.390625
0.355469,-19.7521,0.390625
0.355469,-19.7521,0.390625
0.339844,-20.8053,0.351562
0.339844,-20.8053,0.351562
0.339844,-20.8053,0.351562
0.339844,-20.8053,0.351562
0.339844,-20.8053,0.351562
0.339844,-20.8053,0.351562
0.339844,-20.8053,0.351562
0.367188,-23.2063,0.273438
0.367188,-23.2063,0.273438
0.367188,-23.2063,0.273438
0.367188,-23.2063,0.273438
0.367188,-23.2063,0.273438
0.367188,-23.2063,0.273438
0.378906,-24.1897,0.195312
0.378906,-24.1897,0.195312
0.378906,-24.1897,0.195312
0.378906,-24.1897,0.195312
0.378906,-24.1897,0.195312
0.378906,-24.1897,0.195312
0.390625,-24.9935,0.15625
0.390625,-24.9935,0.15625
0.390625,-24.9935,0.15625
0.390625,-24.9935,0.15625
0.390625,-24.9935,0.15625
0.390625,-24.9935,0.15625
0.394531,-25.4593,0.117188
0.394531,-25.4593,0.117188
0.394531,-25.4593,0.117188
0.394531,-25.4593,0.117188
0.394531,-25.4593,0.117188
0.394531,-25.4593,0.117188
0.394531,-25.4593,0.117188
0.398438,-25.8065,0.078125
0.398438,-25.8065,0.078125
0.398438,-25.8065,0.078125
0.398438,-25.8065,0.078125
0.398438,-25.8065,0.078125
0.398438,-25.8065,0.078125
0.402344,-26.1138,0.078125
0.402344,-26.1138,0.078125
0.402344,-26.1138,0.078125
0.402344,-26.1138,0.078125
0.402344,-26.1138,0.078125
0.402344,-26.1138,0.078125
0.40625,-26.1839,0.0390625
0.40625,-26.1839,0.0390625
0.40625,-26.1839,0.0390625
0.40625,-26.1839,0.0390625
0.40625,-26.1839,0.0390625
0.40625,-26.1839,0.0390625
0.402344,-26.4336,0.078125
0.402344,-26.4336,0.078125
0.402344,-26.4336,0.078125
0.402344,-26.4336,0.078125
0.402344,-26.4336,0.078125
0.402344,-26.4336,0.078125
0.402344,-26.4336,0.078125
0.40625,-26.1703,0.0
0.40625,-26.1703,0.0
0.40625,-26.1703,0.0
0.40625,-26.1703,0.0
0.40625,-26.1703,0.0
0.40625,-26.1703,0.0
0.414062,-25.6066,-0.0390625
0.414062,-25.6066,-0.0390625
0.414062,-25.6066,-0.0390625
0.414062,-25.6066,-0.0390625
0.414062,-25.6066,-0.0390625
0.414062,-25.6066,-0.0390625
0.417969,-25.5465,-0.078125
0.417969,-25.5465,-0.078125
0.417969,-25.5465,-0.078125
0.417969,-25.5465,-0.078125
0.417969,-25.5465,-0.078125
0.417969,-25.5465,-0.078125
0.425781,-25.32,-0.117188
0.425781,-25.32,-0.117188
0.425781,-25.32,-0.117188
0.425781,-25.32,-0.117188
0.425781,-25.32,-0.117188
0.425781,-25.32,-0.117188
0.425781,-25.32,-0.117188
0.4375,-24.0595,-0.15625
0.4375,-24.0595,-0.15625
0.4375,-24.0595,-0.15625
0.4375,-24.0595,-0.15625
0.4375,-24.0595,-0.15625
0.4375,-24.0595,-0.15625
0.445312,-23.6293,-0.195312
0.445312,-23.6293,-0.195312
0.445312,-23.6293,-0.195312
0.445312,-23.6293,-0.195312
0.445312,-23.6293,-0.195312
0.445312,-23.6293,-0.195312
0.449219,-23.0808,-0.234375
0.449219,-23.0808,-0.234375
0.449219,-23.0808,-0.234375
0.449219,-23.0808,-0.234375
0.449219,-23.0808,-0.234375
0.449219,-23.0808,-0.234375
0.464844,-21.4352,-0.234375
0.464844,-21.4352,-0.234375
0.464844,-21.4352,-0.234375
0.464844,-21.4352,-0.234375
0.464844,-21.4352,-0.234375
0.464844,-21.4352,-0.234375
0.464844,-21.4352,-0.234375
0.457031,-21.689,-0.078125
0.457031,-21.689,-0.078125
0.457031,-21.689,-0.078125
0.457031,-21.689,-0.078125
0.457031,-21.689,-0.078125
0.457031,-21.689,-0.078125
0.445312,-21.5817,-0.078125
0.445312,-21.5817,-0.078125
0.445312,-21.5817,-0.078125
0.445312,-21.5817,-0.078125
0.445312,-21.5817,-0.078125
0.445312,-21.5817,-0.078125
0.4375,-21.3769,-0.117188
0.4375,-21.3769,-0.117188
0.4375,-21.3769,-0.117188
0.4375,-21.3769,-0.117188
0.4375,-21.3769,-0.117188
0.4375,-21.3769,-0.117188
0.449219,-20.2434,-0.15625
0.449219,-20.2434,-0.15625
0.449219,-20.2434,-0.15625
0.449219,-20.2434,-0.15625
0.449219,-20.2434,-0.15625
0.449219,-20.2434,-0.15625
0.449219,-20.2434,-0.15625
0.429688,-19.8934,-0.15625
0.429688,-19.8934,-0.15625
0.429688,-19.8934,-0.15625
0.429688,-19.8934,-0.15625
0.429688,-19.8934,-0.15625
0.429688,-19.8934,-0.15625
0.421875,-19.7781,-0.117188
0.421875,-19.7781,-0.117188
0.421875,-19.7781,-0.117188
0.421875,-19.7781,-0.117188
0.421875,-19.7781,-0.117188
0.421875,-19.7781,-0.117188
0.433594,-19.9436,-0.15625
0.433594,-19.9436,-0.15625
0.433594,-19.9436,-0.15625
0.433594,-19.9436,-0.15625
0.433594,-19.9436,-0.15625
0.433594,-19.9436,-0.15625
0.417969,-19.8116,-0.15625
0.417969,-19.8116,-0.15625
0.417969,-19.8116,-0.15625
0.417969,-19.8116,-0.15625
0.417969,-19.8116,-0.15625
0.417969,-19.8116,-0.15625
0.417969,-19.8116,-0.15625
0.429688,-19.3995,-0.195312
0.429688,-19.3995,-0.195312
0.429688,-19.3995,-0.195312
0.429688,-19.3995,-0.195312
0.429688,-19.3995,-0.195312
0.429688,-19.3995,-0.195312
0.445312,-20.4952,-0.234375
0.445312,-20.4952,-0.234375
0.445312,-20.4952,-0.234375
0.445312,-20.4952,-0.234375
0.445312,-20.4952,-0.234375
0.445312,-20.4952,-0.234375
0.429688,-20.8072,-0.195312
0.429688,-20.8072,-0.195312
0.429688,-20.8072,-0.195312
0.429688,-20.8072,-0.195312
0.429688,-20.8072,-0.195312
0.429688,-20.8072,-0.195312
0.414062,-21.0712,-0.195312
0.414062,-21.0712,-0.195312
0.414062,-21.0712,-0.195312
0.414062,-21.0712,-0.195312
0.414062,-21.0712,-0.195312
0.414062,-21.0712,-0.195312
0.414062,-21.0712,-0.195312
0.398438,-20.882,-0.195312
0.398438,-20.882,-0.195312
0.398438,-20.882,-0.195312
0.398438,-20.882,-0.195312
0.398438,-20.882,-0.195312
0.398438,-20.882,-0.195312
0.390625,-20.9101,-0.195312
0.390625,-20.9101,-0.195312
0.390625,-20.9101,-0.195312
0.390625,-20.9101,-0.195312
0.390625,-20.9101,-0.195312
0.390625,-20.9101,-0.195312
0.382812,-20.6408,-0.195312
0.382812,-20.6408,-0.195312
0.382812,-20.6408,-0.195312
0.382812,-20.6408,-0.195312
0.382812,-20.6408,-0.195312
0.382812,-20.6408,-0.195312
0.375,-21.0468,-0.195312
0.375,-21.0468,-0.195312
0.375,-21.0468,-0.195312
0.375,-21.0468,-0.195312
0.375,-21.0468,-0.195312
0.375,-21.0468,-0.195312
0.375,-21.0468,-0.195312
0.363281,-22.1111,-0.195312
0.363281,-22.1111,-0.195312
0.363281,-22.1111,-0.195312
0.363281,-22.1111,-0.195312
0.363281,-22.1111,-0.195312
0.363281,-22.1111,-0.195312
0.351562,-22.0809,-0.15625
0.351562,-22.0809,-0.15625
0.351562,-22.0809,-0.15625
0.351562,-22.0809,-0.15625
0.351562,-22.0809,-0.15625
0.351562,-22.0809,-0.15625
0.347656,-22.3094,-0.15625
0.347656,-22.3094,-0.15625
0.347656,-22.3094,-0.15625
0.347656,-22.3094,-0.15625
0.347656,-22.3094,-0.15625
0.347656,-22.3094,-0.15625
0.34375,-22.6027,-0.078125
0.34375,-22.6027,-0.078125
0.34375,-22.6027,-0.078125
0.34375,-22.6027,-0.078125
0.34375,-22.6027,-0.078125
0.34375,-22.6027,-0.078125
0.34375,-22.6027,-0.078125
0.339844,-23.3567,-0.0390625
0.339844,-23.3567,-0.0390625
0.339844,-23.3567,-0.0390625
0.339844,-23.3567,-0.0390625
0.339844,-23.3567,-0.0390625
0.339844,-23.3567,-0.0390625
0.34375,-24.0958,-0.0390625
0.34375,-24.0958,-0.0390625
0.34375,-24.0958,-0.0390625
0.34375,-24.0958,-0.0390625
0.34375,-24.0958,-0.0390625
0.34375,-24.0958,-0.0390625
0.351562,-24.9048,0.0
0.351562,-24.9048,0.0
0.351562,-24.9048,0.0
0.351562,-24.9048,0.0
0.351562,-24.9048,0.0
