Distance,Angle,Velocity,Label
0.425781,-20.9813,0.351562,0
0.335938,-6.90239,0.117188,1
0.445312,-21.2681,-0.15625,0
0.257812,61.8467,0.742188,1
0.359375,-19.3754,-0.195312,0
0.339844,-19.7819,-0.078125,0
0.367188,-19.2902,-0.117188,0
0.253906,-0.823585,0.117188,1
0.457031,-6.61186,0.390625,1
0.335938,-21.0693,0.351562,0
0.40625,-22.6387,-0.078125,0
0.195312,-1.59836,0.3125,1
0.316406,-19.9659,-0.195312,0
0.457031,10.6966,0.703125,1
0.394531,-32.9276,0.0,0
0.371094,-19.4144,0.0,0
0.480469,-20.5717,-0.273438,0
0.445312,-20.3142,0.234375,0
0.335938,-21.5385,-0.195312,0
0.476562,-18.1658,-0.234375,0
0.34375,-20.8652,0.46875,0
0.464844,-20.6539,-0.234375,0
0.308594,93.282,0.625,1
0.449219,-21.5893,0.390625,0
0.414062,-25.6066,-0.0390625,0
0.472656,-16.3312,0.429688,1
0.40625,-21.1855,0.0,0
0.417969,-19.6574,-0.234375,0
0.308594,-8.21119,0.117188,1
0.355469,-20.9083,-0.234375,0
0.492188,-22.5459,0.0,0
0.332031,-11.37,0.664062,1
0.210938,-14.6889,0.820312,1
0.226562,-9.85426,0.273438,0
0.21875,170.532,0.351562,1
0.347656,8.84593,0.46875,1
0.195312,-10.0779,0.390625,1
0.453125,-20.2452,0.078125,0
0.285156,-25.0476,0.3125,0
0.207031,156.638,0.820312,1
0.355469,-28.2604,0.0,0
0.402344,3.57982,0.117188,1
0.457031,-19.7298,0.351562,0
0.371094,-18.1106,0.0,0
0.292969,-19.0902,0.46875,1
0.214844,68.2094,0.859375,1
0.308594,4.98083,0.234375,1
0.230469,93.254,0.976562,1
0.386719,-14.8354,0.0,0
0.347656,-25.2117,0.0,0
0.5,-20.624,0.0,0
0.40625,-28.2188,0.0,0
0.417969,-18.3702,-0.195312,0
0.355469,0.150374,0.507812,1
0.207031,181.056,1.36719,1
0.222656,93.4572,1.28906,1
0.4375,2.12845,0.429688,1
0.320312,-21.6702,0.0390625,0
0.378906,-17.677,0.351562,0
0.480469,-19.007,-0.273438,0
0.429688,-23.1511,-0.0390625,0
0.363281,-5.42856,0.820312,1
0.425781,-18.431,-0.234375,0
0.378906,-24.5871,-0.0390625,0
0.214844,92.9003,1.36719,1
0.339844,-22.2546,-0.195312,0
0.21875,4.80885,0.273438,1
0.488281,-9.37188,1.05469,1
0.285156,187.41,0.429688,1
0.492188,15.096,0.117188,1
0.453125,-22.7638,-0.117188,0
0.441406,-18.9478,-0.3125,0
0.328125,-19.1328,-0.15625,0
0.464844,-20.0329,-0.117188,0
0.414062,-18.4844,-0.195312,0
0.441406,-22.3151,-0.117188,0
0.367188,-16.8274,0.0,0
0.347656,-18.5914,0.0,0
0.386719,-20.8446,-0.0390625,0
0.476562,-22.2452,-0.117188,0
0.453125,-21.6626,-0.15625,0
0.4375,-21.6175,-0.078125,0
0.464844,-13.0014,0.0390625,0
0.21875,160.2,0.390625,1
0.425781,-20.8484,0.351562,0
0.203125,80.9611,1.36719,1
0.4375,-18.6006,0.273438,0
0.257812,-15.058,0.390625,0
0.351562,3.53076,0.820312,1
0.347656,-23.4043,-0.0390625,0
0.285156,-6.34262,0.078125,1
0.441406,-18.4992,-0.195312,0
0.429688,-19.6333,-0.234375,0
0.480469,-18.573,0.195312,0
0.210938,154.703,0.859375,1
0.488281,-5.85552,0.390625,1
0.367188,-20.4765,-0.195312,0
0.390625,-23.4805,0.3125,0
0.402344,-26.4336,0.078125,0
0.222656,162.248,0.546875,1
0.5,-22.1394,0.0,0
0.398438,-31.5159,0.0,0
0.402344,-31.8282,0.0,0
0.25,81.8029,0.546875,1
0.496094,-17.9929,0.234375,0
0.203125,163.37,0.859375,1
0.234375,-15.5964,0.625,0
0.496094,-19.9194,0.273438,0
0.480469,-21.0656,0.117188,0
0.242188,76.2743,0.664062,1
0.328125,-15.1123,0.3125,0
0.496094,-21.3638,-0.273438,0
0.332031,-19.4385,0.0,0
0.367188,-17.5962,0.0,0
0.46875,-21.3,-0.078125,0
0.425781,-18.3204,0.351562,1
0.234375,161.394,0.390625,1
0.394531,60.2702,0.585938,1
0.484375,-16.2164,-0.234375,0
0.203125,70.3853,1.32812,1
0.238281,63.369,0.976562,1
0.304688,103.043,0.703125,1
0.445312,-17.6237,-0.195312,0
0.230469,79.4671,0.742188,1
0.476562,-21.8999,-0.117188,0
0.433594,-17.2316,0.234375,0
0.207031,-7.0486,0.546875,1
0.445312,-21.4878,0.273438,0
0.21875,79.97,0.898438,1
0.453125,-19.3458,-0.195312,0
0.355469,-19.793,0.3125,0
0.359375,-25.692,0.0,0
,,,1
0.484375,-21.7548,0.0390625,0
0.335938,-21.2456,0.390625,0
0.386719,-16.3111,0.0,0
0.4375,0.00874264,0.820312,1
0.300781,-23.5664,0.429688,0
0.429688,-22.8244,0.0,0
0.234375,69.697,0.546875,1
0.441406,-3.91976,0.820312,1
0.222656,69.5384,0.898438,1
0.371094,-22.4096,0.0,0
0.449219,-23.0143,-0.15625,0
0.382812,-18.1492,-0.15625,0
0.335938,-21.3244,0.429688,0
0.253906,-24.1112,0.429688,0
0.378906,-18.4033,0.195312,0
0.382812,-8.9716,0.117188,1
0.382812,-26.2638,0.0,0
0.382812,-5.31967,0.0390625,1
0.351562,4.65796,0.703125,1
0.347656,-20.7941,-0.15625,0
0.46875,-23.6599,0.0390625,0
0.394531,-31.4606,0.0,0
0.433594,-20.6184,0.390625,0
0.347656,-0.159116,0.078125,1
0.476562,-20.596,-0.195312,0
0.207031,-4.46151,0.976562,1
0.484375,-20.4298,-0.234375,0
0.484375,-18.9256,-0.273438,0
0.429688,-22.5231,0.15625,0
0.210938,91.2328,1.25,1
0.367188,-3.82162,-0.117188,1
0.492188,-17.4404,0.273438,0
0.460938,-5.195,0.507812,1
0.371094,-20.9607,-0.15625,0
0.292969,-7.13317,0.625,1
0.441406,-21.979,-0.15625,0
0.390625,-21.1049,0.507812,0
0.425781,-7.4734,0.585938,1
0.363281,-19.5535,-0.234375,0
0.371094,-25.4652,0.0,0
0.5,-21.3375,-0.351562,0
0.253906,79.4902,1.09375,1
0.46875,-20.5549,-0.195312,0
0.433594,-20.553,-0.273438,0
0.40625,-26.7484,0.0,0
0.445312,-18.0076,-0.273438,0
0.421875,-19.1754,0.234375,0
0.375,-22.4985,0.234375,0
0.367188,-19.242,-0.078125,0
0.445312,-20.3067,0.0,0
0.339844,-24.2914,-0.0390625,0
0.265625,183.9,1.17188,1
0.472656,-6.70164,0.273438,1
0.390625,-3.23825,0.664062,1
0.207031,68.4709,0.820312,1
0.4375,-18.7427,-0.117188,0
0.339844,102.777,0.820312,1
0.425781,-22.544,-0.078125,0
0.464844,-17.6751,-0.15625,0
0.285156,79.9913,0.742188,1
0.207031,182.708,0.859375,1
0.203125,-6.87421,0.976562,1
0.429688,-22.0639,0.0390625,0
0.210938,61.3836,0.507812,1
0.496094,0.162613,-0.351562,1
0.382812,-16.3895,0.0,0
